82 1748
22 35 32
14 6 34
6 3 5
26 5 97
33 35 49
16 21 93
37 13 63
37 6 63
5 31 14
15 43 58
3 4 35
42 14 74
35 12 21
0 8 94
42 8 13
38 43 56
10 0 86
38 15 27
43 23 21
22 43 26
32 6 79
18 2 93
25 19 30
10 6 81
25 33 19
3 28 85
7 33 20
13 38 31
44 38 24
8 44 63
7 14 90
26 4 41
0 10 83
20 34 31
32 24 48
43 36 80
8 1 67
66 431
47 65 11
26 17 17
49 48 18
6 13 55
38 33 57
49 40 55
53 22 99
54 28 87
23 47 56
3 8 91
48 9 67
22 26 63
64 55 43
21 37 84
14 36 6
60 43 0
44 58 85
12 42 95
59 64 10
23 25 5
55 28 2
8 54 70
6 49 89
31 19 85
43 55 40
33 23 78
55 29 12
1 48 72
0 15 48
42 23 90
22 25 23
7 36 80
53 51 8
65 15 60
1 47 73
48 38 84
3 9 73
60 20 3
7 51 5
8 31 31
41 63 48
26 15 17
60 55 28
52 42 9
45 31 53
52 51 49
35 19 85
50 10 39
30 49 93
64 56 95
0 26 63
18 26 68
2 21 13
21 0 49
22 56 65
9 20 49
2 16 23
6 59 44
46 53 18
36 33 38
51 23 46
53 23 13
11 24 9
25 18 27
31 56 14
40 28 27
14 15 9
2 52 63
65 32 52
40 15 49
40 3 4
18 62 8
58 13 90
29 26 76
7 31 24
57 51 27
65 21 14
24 33 29
23 13 86
6 63 11
54 51 6
59 7 76
26 54 98
48 32 26
15 13 53
48 29 48
34 48 16
42 62 67
24 32 37
43 51 13
1 53 61
28 48 10
24 18 88
31 2 75
7 63 51
30 42 71
23 5 5
38 22 8
53 3 36
60 64 0
0 54 34
16 54 79
10 15 75
18 58 26
51 45 77
32 58 2
51 65 98
21 9 21
26 6 95
42 31 36
65 5 13
54 50 15
19 10 24
26 65 66
56 65 23
5 28 15
26 18 86
14 33 15
12 26 83
12 10 37
48 65 79
23 43 32
11 56 56
21 45 33
15 14 75
3 27 98
60 9 19
34 8 99
27 29 36
50 2 9
19 6 59
45 14 84
24 49 23
13 25 21
63 5 61
46 51 41
44 4 60
25 50 98
58 60 67
39 21 32
50 4 51
56 9 66
1 59 7
22 9 54
61 31 0
63 52 41
8 48 98
49 19 63
41 17 39
49 60 16
63 60 10
37 21 68
65 12 88
13 27 36
6 47 44
57 28 59
24 16 32
36 17 34
51 36 41
21 2 57
63 51 25
10 24 56
45 47 27
26 34 56
53 9 68
31 37 77
39 37 51
11 33 87
59 25 70
11 59 81
16 1 35
64 15 47
40 11 67
56 63 15
23 60 79
0 53 81
21 53 99
23 55 86
53 39 79
16 19 0
1 34 14
7 55 16
42 11 69
1 52 54
39 9 13
3 63 16
57 46 22
5 20 52
40 32 98
22 13 8
52 55 95
51 38 85
43 15 83
16 39 72
0 30 47
50 51 5
12 6 14
30 40 96
33 62 67
47 44 62
52 1 93
29 45 9
38 60 14
8 15 13
37 29 98
27 16 17
26 37 14
22 62 29
8 11 82
2 55 79
31 52 71
28 53 85
10 34 64
11 62 70
19 34 49
38 10 37
43 38 32
20 19 69
1 36 53
21 47 1
54 43 47
46 45 80
56 16 78
44 21 4
45 30 61
20 14 58
28 29 62
46 38 16
25 4 41
23 51 20
37 7 82
32 42 67
7 52 14
48 12 30
33 58 46
40 35 15
24 12 76
57 7 8
0 12 98
0 16 17
56 3 84
39 41 10
53 33 36
25 35 90
59 16 37
57 30 87
5 41 85
7 32 17
16 22 76
43 63 54
65 52 9
60 17 82
14 18 38
20 55 90
38 13 23
30 44 76
20 9 64
36 60 43
46 41 18
56 51 52
36 47 8
16 12 37
57 61 35
19 14 0
41 56 37
33 22 29
42 50 48
12 57 1
0 18 46
46 58 79
54 41 62
22 35 17
30 31 70
17 21 52
36 39 26
35 62 52
56 55 6
29 8 18
63 4 38
49 32 38
40 25 91
19 58 51
22 50 53
39 27 50
13 5 71
59 0 16
65 56 17
32 12 48
14 16 44
19 36 90
22 64 24
27 5 24
64 52 28
6 41 25
65 50 70
32 27 45
13 28 47
49 4 78
63 7 8
0 25 79
46 35 20
13 22 72
1 30 72
17 7 29
57 8 51
7 47 17
40 46 70
24 8 40
35 14 23
37 8 5
15 31 61
12 18 37
16 55 73
61 25 7
17 27 46
29 65 26
0 10 66
30 22 74
47 37 56
7 61 20
59 44 40
35 52 1
22 37 78
1 8 18
42 63 3
60 33 11
49 17 70
60 58 40
44 14 26
24 5 5
0 35 31
1 33 51
38 6 1
52 56 88
19 54 18
53 59 66
32 46 34
41 48 64
65 28 34
27 30 7
22 39 69
55 15 10
19 21 36
28 30 39
23 49 1
33 30 27
12 3 72
51 40 84
44 48 85
17 54 81
23 45 61
52 60 26
10 54 30
39 43 31
22 10 24
44 26 34
63 40 52
14 58 6
58 43 32
44 53 5
20 44 55
5 35 25
11 58 31
65 6 76
0 50 32
33 35 70
5 57 28
59 15 26
12 52 43
20 18 73
41 31 45
1 45 40
62 1 9
43 16 92
25 54 30
26 9 11
39 56 33
48 24 97
19 17 67
15 24 66
10 55 8
4 8 99
46 18 65
9 21 33
10 9 75
52 26 47
61 21 99
41 3 15
11 40 10
14 9 65
38 24 50
42 3 53
32 20 25
34 37 2
63 29 43
64 50 29
5 22 28
29 58 33
17 61 11
57 0 74
2 29 95
52 24 31
62 63 46
16 45 48
12 31 96
30 52 29
27 1 19
0 36 79
41 59 8
39 0 79
48 49 11
61 38 65
28 57 9
57 48 38
3 6 49
37 14 37
48 46 14
40 13 81
48 13 58
57 31 13
13 51 89
36 2 34
47 1 74
56 14 43
2 42 41
49 59 17
29 32 40
8 34 93
9 53 27
5 40 60
10 45 78
111 7150
54 13 64
28 46 47
28 64 5
85 87 51
98 35 97
98 28 17
101 105 82
52 12 83
46 109 77
29 78 3
56 97 80
13 92 76
15 89 99
47 79 45
25 4 4
93 24 46
65 9 61
72 53 58
71 40 14
19 26 18
45 0 72
79 25 36
16 86 76
0 57 6
47 88 31
44 52 32
71 31 93
16 80 43
39 48 47
23 17 99
60 103 50
89 52 33
64 21 90
77 47 50
60 10 97
88 52 94
61 31 63
52 41 14
17 42 89
19 31 91
88 76 61
96 32 76
50 97 64
7 65 50
81 53 0
15 19 28
10 104 53
94 92 16
100 87 0
97 73 36
56 67 68
49 55 9
88 40 3
69 26 69
86 48 11
53 65 51
81 15 49
10 4 72
99 59 99
33 79 77
106 94 5
9 79 4
38 73 79
9 1 56
109 41 58
26 79 41
35 81 32
10 67 75
82 8 6
97 28 34
79 22 11
94 96 92
0 2 61
15 70 27
59 80 19
6 8 65
81 50 88
43 10 18
62 81 98
3 40 10
84 7 42
83 57 66
96 82 40
94 22 39
23 22 20
87 1 82
92 80 45
48 96 29
110 30 74
53 11 8
52 54 80
29 44 81
18 59 12
1 61 12
110 8 73
92 78 94
75 23 92
93 110 14
56 48 6
71 11 91
109 75 9
5 61 74
102 27 10
74 35 9
92 63 53
42 35 16
1 78 34
42 43 13
29 53 48
20 106 76
34 50 44
105 54 8
88 72 75
81 41 90
21 18 81
4 28 85
98 74 7
22 80 89
26 3 70
22 33 80
105 50 3
45 39 71
75 20 97
24 57 84
109 104 26
73 65 34
8 43 80
67 23 18
41 78 42
78 49 35
76 69 76
10 98 80
75 6 36
82 86 60
23 30 5
72 38 5
58 62 22
10 79 60
50 17 80
0 42 69
81 97 23
4 75 16
95 58 11
102 99 89
12 94 75
76 30 9
110 43 96
4 85 26
2 16 25
73 31 89
14 43 53
78 102 65
14 17 37
69 9 21
81 101 59
94 47 77
68 73 76
39 85 56
50 76 58
22 88 14
5 24 47
44 50 52
57 11 79
22 57 29
82 24 95
7 1 49
64 9 67
58 8 58
7 17 38
43 16 47
23 29 14
62 30 59
24 60 57
100 44 90
22 59 37
101 32 45
94 64 83
6 36 33
46 42 71
35 97 49
79 19 19
78 20 70
53 1 9
41 98 56
39 37 60
2 32 19
9 71 9
25 39 92
29 57 31
34 96 20
69 19 78
25 54 38
80 98 69
40 86 42
59 88 68
41 82 40
104 89 37
44 97 11
87 15 59
25 64 72
98 82 73
32 48 88
32 18 21
53 98 54
41 0 85
42 52 69
89 6 43
14 79 13
98 109 36
86 45 18
44 69 89
90 26 38
67 2 31
12 15 96
90 25 57
31 25 73
106 67 57
104 12 83
20 37 91
66 95 89
31 90 61
47 49 27
108 102 21
51 46 45
12 0 60
105 16 65
44 100 50
29 100 24
40 31 53
18 72 5
22 85 11
91 65 41
85 57 6
31 5 51
56 31 60
67 106 6
20 69 34
109 1 5
20 66 53
49 23 6
72 33 74
33 109 92
12 29 51
93 66 89
31 28 45
40 16 23
6 11 3
35 61 24
77 2 56
33 97 12
97 33 96
86 41 42
85 84 31
29 73 69
56 83 43
6 50 2
50 60 59
101 8 12
90 8 67
77 12 61
60 38 71
5 107 47
108 76 79
33 4 77
110 19 58
56 37 71
82 60 26
3 30 90
108 20 27
81 107 46
48 100 14
94 49 26
50 72 62
94 65 52
15 43 9
35 98 84
54 105 61
2 109 63
53 61 22
100 93 76
89 0 47
2 101 12
66 22 93
93 37 30
87 92 89
76 104 77
51 5 16
14 45 37
103 99 93
13 65 61
36 109 58
32 6 60
1 71 83
69 13 55
71 5 18
55 2 39
30 24 58
51 17 73
110 23 53
83 72 90
29 89 7
80 91 77
5 0 81
36 7 90
37 12 75
107 4 80
89 72 84
41 63 22
69 84 15
34 67 81
25 5 40
108 40 93
41 75 65
88 7 75
83 16 38
62 79 64
71 56 81
80 78 34
20 4 64
63 59 89
35 10 13
3 71 37
62 18 95
67 82 6
94 13 72
84 31 25
86 64 77
10 110 6
87 0 28
95 39 80
104 98 20
52 40 50
17 27 33
16 90 31
36 18 10
58 96 5
75 1 70
105 34 82
102 33 50
66 39 31
72 14 78
96 25 91
79 45 71
37 31 9
45 90 35
79 85 42
58 3 93
21 99 26
47 103 94
44 109 94
100 85 52
66 105 82
90 3 6
103 68 35
97 53 86
68 78 29
71 20 28
16 105 72
5 84 53
27 62 36
15 68 34
107 100 40
63 97 45
47 24 57
43 81 37
45 62 51
102 10 35
53 51 41
93 107 60
4 19 45
40 10 95
85 3 11
78 53 88
7 15 60
2 46 99
33 78 42
102 57 10
47 45 47
55 72 78
60 44 72
100 29 76
25 27 72
109 82 64
107 26 47
6 39 54
21 12 6
15 72 77
98 104 34
92 13 98
30 98 94
67 76 91
27 94 97
94 7 62
54 63 69
35 44 67
14 74 6
50 18 27
18 106 12
93 23 1
89 12 2
47 66 35
92 90 92
17 85 48
94 27 52
23 44 98
85 92 6
65 109 3
25 37 65
63 64 96
107 41 20
92 71 68
86 75 15
71 6 64
21 105 29
62 12 74
13 4 35
68 7 92
102 107 78
85 43 83
21 13 39
34 46 18
55 32 40
4 108 42
33 89 61
70 18 65
18 24 70
7 45 66
72 83 37
47 52 72
20 52 55
20 89 23
35 57 84
4 105 4
92 99 72
1 105 67
55 44 25
55 34 96
77 81 87
10 63 63
44 68 96
59 54 92
27 92 23
57 79 49
70 106 2
106 19 44
73 38 99
74 44 12
31 29 65
110 15 55
49 32 49
16 4 40
108 14 92
31 104 44
25 69 71
47 36 64
29 6 53
83 49 94
38 98 14
15 37 28
107 47 86
60 79 96
45 41 20
44 79 67
5 57 40
65 2 39
21 81 66
11 7 67
106 109 46
49 89 53
67 90 33
64 8 83
52 18 52
110 59 85
40 92 49
37 99 16
19 68 10
51 83 17
79 102 88
83 5 51
93 55 58
11 31 91
44 31 7
14 94 0
18 42 79
110 38 5
3 61 44
46 90 87
67 3 6
58 88 53
109 28 2
55 49 25
99 78 20
105 49 33
70 97 82
33 76 34
86 55 99
12 39 44
79 103 55
97 98 16
15 8 13
35 34 5
104 83 54
20 78 62
94 103 41
80 32 98
80 42 71
5 26 33
9 93 72
35 6 86
13 81 15
103 27 18
55 3 90
100 59 10
37 86 16
110 108 92
24 71 51
81 77 0
26 54 0
30 14 22
12 6 51
88 29 15
84 5 19
90 29 60
9 20 65
15 17 59
53 62 16
10 60 17
82 40 42
25 0 74
102 92 32
1 48 9
102 18 80
46 5 48
36 97 71
90 69 63
86 56 69
16 73 14
31 13 93
48 65 40
17 92 28
1 10 35
65 68 22
16 81 66
48 1 27
41 92 74
2 37 34
32 20 63
42 58 13
99 33 38
92 41 8
8 58 90
43 23 45
11 57 53
53 72 99
70 33 17
36 52 56
57 34 7
82 76 21
29 99 23
80 102 21
24 83 97
103 61 49
38 15 24
73 104 5
31 34 78
110 68 50
110 54 33
11 74 69
83 78 32
75 107 22
19 51 41
69 43 74
19 102 68
54 39 37
47 51 28
9 55 94
98 96 69
86 77 83
7 92 72
72 2 14
68 2 85
64 84 40
20 3 50
76 38 82
25 88 80
34 16 58
39 40 27
68 106 53
47 93 69
56 79 8
79 68 73
99 96 31
37 60 81
101 85 27
16 62 45
87 54 87
7 82 32
64 49 64
25 76 9
94 30 52
61 24 98
46 106 23
27 89 36
101 42 28
26 19 79
31 88 89
47 56 69
85 56 59
12 78 80
9 104 32
37 48 77
59 46 88
38 70 64
27 8 87
73 76 73
50 48 74
79 109 48
50 0 86
5 27 22
3 92 33
43 96 88
91 47 98
32 0 93
62 38 56
91 39 49
0 70 18
79 66 55
104 55 49
34 12 79
5 94 63
31 106 51
4 80 96
70 29 60
31 39 83
78 92 50
79 78 49
65 62 48
0 6 30
41 50 75
52 64 42
0 87 45
81 104 2
91 86 63
38 2 32
48 81 2
110 37 83
65 94 62
14 88 32
85 72 22
9 37 33
100 68 85
104 20 27
33 62 37
107 15 13
0 43 57
58 45 46
74 28 27
86 9 89
32 21 0
102 21 51
90 101 57
80 4 41
59 31 31
95 81 9
6 97 11
23 10 47
1 11 96
83 80 59
73 84 50
23 98 46
24 76 44
105 19 60
18 47 10
57 100 40
41 15 75
15 6 35
110 31 54
2 3 27
7 79 99
36 101 39
87 16 29
106 83 81
42 110 51
24 13 46
102 0 42
63 74 13
71 95 74
47 110 14
87 60 12
86 100 83
109 52 80
73 57 74
97 67 49
12 84 42
44 95 41
78 75 50
109 53 57
78 51 77
106 14 82
7 85 9
32 88 51
71 72 84
43 55 79
84 71 91
86 97 15
42 89 92
68 89 92
50 47 83
22 91 72
41 28 92
3 88 14
10 41 19
33 64 99
56 24 42
31 22 11
70 76 93
10 6 97
75 27 89
55 107 49
84 70 61
23 61 18
10 80 74
67 73 26
103 20 47
75 18 84
73 40 88
47 62 76
45 59 31
87 102 90
4 95 73
81 52 42
88 81 57
64 33 0
24 109 28
66 92 47
81 8 97
32 3 58
94 39 60
87 3 7
89 23 65
56 17 19
72 5 75
93 87 15
27 26 33
97 22 74
73 4 65
60 66 29
101 109 83
40 22 69
80 54 52
10 33 4
107 5 56
91 97 78
30 90 98
59 45 16
0 100 95
39 15 97
89 19 50
90 104 52
13 19 56
87 17 18
44 37 86
57 103 4
91 2 39
28 43 53
73 75 75
11 89 96
73 59 62
4 96 94
107 59 55
19 57 35
38 48 15
38 0 11
56 3 38
70 9 98
106 77 80
14 80 24
6 87 68
80 51 69
21 8 34
90 40 71
79 49 57
42 92 1
109 110 94
72 21 35
51 82 14
40 7 78
20 108 21
54 2 59
84 45 85
103 55 16
0 40 44
38 87 81
26 59 88
41 37 14
7 42 43
66 2 13
78 32 64
56 28 58
4 34 57
74 90 62
75 3 37
71 36 2
10 47 60
22 103 16
38 57 66
24 20 89
11 15 3
28 88 39
55 69 31
88 19 39
23 91 53
39 34 73
56 88 79
9 28 47
73 8 51
76 67 48
48 14 68
2 6 14
95 90 20
7 72 89
27 12 44
50 90 99
106 5 78
105 24 54
83 74 55
35 50 46
34 8 10
13 74 38
85 15 63
26 31 4
104 48 61
56 61 79
67 14 47
2 87 39
75 19 23
48 24 68
98 71 90
92 16 40
34 40 43
31 108 55
97 94 36
96 55 31
87 13 18
76 21 34
39 0 77
50 43 27
56 95 7
75 106 28
50 13 88
6 60 17
85 104 39
63 35 86
73 33 50
93 6 78
29 63 35
46 14 79
17 65 37
25 20 57
74 51 53
22 72 60
64 3 0
98 9 90
63 58 76
97 2 87
59 101 50
54 103 39
55 46 74
20 53 25
75 72 93
63 98 30
33 38 25
100 97 16
87 37 16
109 95 12
42 28 20
54 102 91
103 105 19
22 10 31
102 95 64
104 21 90
88 32 33
84 24 77
80 55 63
3 25 2
66 101 3
3 46 85
86 27 83
73 27 86
21 2 70
70 102 93
12 8 51
4 61 71
68 12 22
42 24 65
100 28 69
38 67 84
106 32 9
78 55 75
53 103 71
57 80 15
8 31 82
72 104 56
59 19 54
101 25 91
13 26 53
30 47 4
88 56 28
45 51 27
76 36 7
44 40 2
27 78 93
22 76 38
70 71 74
20 6 22
98 68 30
69 49 98
56 103 52
95 63 72
66 83 0
51 106 29
19 10 26
6 80 81
44 26 34
70 90 48
5 33 34
23 57 77
14 26 1
32 73 20
62 47 16
96 56 92
58 68 80
62 59 15
107 35 31
87 86 72
32 102 87
1 92 33
25 56 81
47 17 80
102 29 68
12 45 78
102 105 67
91 23 73
93 81 33
78 108 51
83 67 81
95 33 65
59 10 39
87 10 80
16 79 57
80 37 3
85 50 67
1 95 17
54 80 60
42 2 33
94 86 55
40 29 69
91 13 18
17 58 87
93 57 45
86 96 17
90 83 59
76 39 26
10 15 17
52 14 73
14 35 65
41 30 55
30 44 69
105 17 64
106 72 71
20 27 30
34 92 96
55 22 49
99 23 35
69 29 97
83 45 6
28 62 23
57 17 13
108 94 92
59 1 99
109 89 25
6 83 38
8 38 3
101 34 32
80 29 39
91 71 47
108 78 85
43 0 67
9 43 64
37 33 51
88 39 38
28 73 81
10 44 91
73 10 13
92 56 58
101 65 88
56 20 72
7 110 1
8 0 23
66 107 61
25 70 6
57 1 7
99 35 87
56 108 85
13 23 9
51 23 45
14 85 20
77 72 44
67 108 51
6 110 85
71 19 53
77 61 65
42 15 46
66 45 31
76 109 70
11 96 72
101 54 42
51 40 31
63 87 80
105 63 65
27 84 1
72 88 31
39 7 39
48 85 97
70 61 28
4 20 87
2 31 39
106 47 89
11 69 82
35 38 72
79 92 40
70 31 99
55 101 67
5 96 95
42 27 29
29 34 11
31 43 81
19 61 57
49 106 24
102 60 95
58 20 56
91 109 91
66 49 68
101 29 57
33 74 19
19 87 69
82 62 83
65 55 87
47 91 13
105 41 96
95 35 92
23 75 85
13 91 53
27 35 35
102 91 98
83 40 79
93 14 31
94 17 5
68 40 57
49 50 6
93 89 83
48 35 26
36 39 82
73 20 80
105 25 31
32 55 91
91 88 49
44 71 61
29 11 15
0 71 22
97 77 4
21 82 93
9 108 27
85 21 22
110 72 35
75 83 88
93 30 9
16 75 50
110 71 28
97 110 24
28 48 17
14 81 30
85 53 4
43 103 54
7 58 85
34 70 10
76 54 58
18 82 20
40 53 78
18 95 3
47 107 64
92 102 72
39 92 7
82 16 93
67 10 95
72 77 87
106 46 3
60 77 0
89 31 60
16 18 41
34 42 97
17 28 22
67 89 54
98 87 97
51 8 8
25 53 14
25 67 2
17 31 17
86 17 70
74 23 37
10 35 87
50 106 96
93 69 49
61 34 52
51 18 2
55 16 8
33 107 59
71 98 34
41 46 43
82 87 7
60 92 35
11 80 4
85 91 6
23 95 23
61 51 50
71 101 9
109 17 22
94 50 10
58 11 95
60 65 56
98 36 92
94 12 69
16 101 83
79 11 54
35 20 96
34 14 74
78 80 38
23 107 63
83 19 78
45 19 15
0 49 32
81 30 12
20 70 33
43 92 3
24 95 56
43 3 71
90 19 94
65 80 25
75 76 49
26 36 2
36 87 53
19 88 50
97 43 64
38 47 43
79 2 22
19 13 48
12 47 72
55 18 48
29 3 43
6 26 18
37 105 90
21 38 8
48 43 61
21 104 84
78 96 56
52 10 71
27 31 66
11 36 48
49 38 3
52 9 19
32 31 31
95 46 96
100 65 42
64 40 25
49 110 83
110 91 32
94 78 58
85 29 0
4 30 56
104 100 17
60 11 49
27 56 19
89 29 23
77 46 76
67 27 78
65 47 21
28 12 24
20 110 92
3 89 62
39 104 65
32 83 15
77 70 80
100 71 48
38 43 11
33 80 97
13 48 72
27 83 57
84 37 56
85 44 1
42 41 66
68 11 70
30 27 77
90 15 1
40 97 15
14 77 59
84 98 58
63 76 26
95 43 81
83 12 3
61 4 53
85 67 63
61 20 88
7 87 49
2 44 49
89 56 82
81 100 62
64 72 80
21 10 57
106 89 54
29 49 19
77 60 81
50 2 61
69 27 81
91 79 59
43 87 7
94 82 52
92 82 79
19 30 0
62 63 7
103 23 45
49 16 1
15 90 16
82 29 22
33 66 89
86 73 22
92 47 72
13 8 97
46 78 28
89 69 86
108 71 11
7 36 12
72 62 38
46 7 78
57 104 59
58 72 69
92 87 73
33 72 31
83 108 92
94 95 38
91 8 72
52 102 37
79 86 23
20 45 82
61 101 72
50 11 59
29 45 74
45 99 12
95 65 31
62 82 8
80 75 51
86 94 86
95 53 43
23 1 58
102 16 70
38 50 6
92 24 79
79 20 96
47 2 20
96 75 50
106 50 59
66 48 51
72 23 95
17 73 88
49 6 84
108 52 15
70 6 91
10 23 0
36 63 57
70 81 26
29 109 91
51 4 25
92 72 15
88 8 78
79 90 34
105 20 72
56 26 18
101 66 55
82 33 85
0 110 17
81 105 6
0 33 19
107 71 18
32 28 26
89 79 95
35 108 35
47 106 88
3 70 65
33 82 55
104 50 21
13 73 40
45 64 83
102 69 54
68 81 74
70 48 24
11 77 87
90 18 37
37 5 25
58 43 58
5 62 48
13 27 35
66 55 11
29 107 72
42 101 69
14 0 85
18 38 36
42 19 3
107 77 66
108 21 37
8 57 25
40 12 54
7 56 23
44 43 63
82 73 30
57 101 97
58 7 68
73 66 55
85 80 50
95 106 81
46 107 94
63 24 62
12 34 99
24 77 39
72 73 73
39 107 14
80 84 33
37 101 67
74 9 11
47 20 92
61 108 36
13 110 24
81 99 55
2 51 96
103 108 92
52 47 78
67 7 27
17 103 18
70 16 1
87 9 2
50 34 55
32 69 56
91 64 48
86 40 0
72 84 84
69 35 64
107 81 85
7 57 36
38 79 39
39 23 52
56 99 51
30 69 49
102 73 11
3 20 36
2 0 15
43 46 36
84 99 79
47 72 97
108 6 99
40 69 33
50 61 18
68 54 8
76 34 15
100 25 25
32 71 35
87 78 74
40 99 36
25 3 2
31 61 88
62 55 45
8 100 24
53 10 43
38 104 35
97 25 83
61 46 91
42 12 53
36 53 6
28 63 65
87 40 24
49 15 62
28 17 95
10 5 88
95 44 68
45 105 50
9 83 20
3 44 66
107 46 96
34 76 67
73 93 72
104 81 8
85 78 48
51 52 57
87 42 77
50 21 24
32 91 50
69 103 77
27 49 33
71 57 45
74 5 76
76 45 22
94 35 28
26 62 7
72 41 82
85 2 83
45 60 64
90 84 28
97 58 96
74 25 56
90 22 37
73 86 5
15 48 79
45 100 98
13 28 27
54 42 88
55 13 62
110 21 6
96 59 33
78 106 78
30 9 99
45 103 73
20 81 40
13 12 49
69 92 56
67 42 40
60 81 12
23 9 89
37 18 59
28 36 31
31 6 57
38 22 7
79 71 5
13 41 33
108 89 63
26 75 57
3 52 20
24 12 84
12 16 27
44 33 60
12 81 60
4 35 88
50 40 68
56 40 62
96 108 0
42 18 20
27 53 70
50 77 51
75 2 26
103 43 62
64 90 9
56 71 63
43 90 62
8 99 83
44 38 7
0 17 62
50 55 63
3 69 56
98 66 0
60 85 63
90 72 92
19 58 35
22 102 71
55 93 47
56 46 46
83 41 24
24 110 97
87 93 70
82 3 88
30 7 56
1 74 58
89 85 87
13 47 0
109 62 49
33 104 99
68 29 59
90 52 74
100 109 26
16 68 25
76 29 93
15 23 56
2 102 97
75 26 83
102 25 18
105 67 21
30 4 23
69 28 59
70 35 71
92 104 69
73 42 53
5 89 29
100 58 9
88 103 84
81 68 24
20 94 1
84 10 53
15 102 82
91 85 76
6 86 47
96 86 85
22 48 17
18 2 4
44 59 13
100 48 4
40 110 12
20 87 92
30 93 49
46 70 16
72 63 94
80 61 6
35 42 58
40 60 26
51 96 37
28 49 45
6 74 21
90 11 8
70 91 77
62 99 90
9 73 81
77 8 5
67 60 69
30 33 97
98 86 27
78 68 24
86 0 20
101 22 14
57 110 23
1 18 14
79 64 76
52 45 25
38 23 34
109 90 67
29 70 35
91 19 30
82 30 3
78 54 40
64 68 61
100 70 68
1 34 21
108 22 90
59 92 98
13 98 44
41 66 32
55 42 21
106 2 43
19 9 82
11 9 33
62 56 4
75 54 29
20 60 83
34 66 51
83 27 94
68 22 49
90 45 34
109 73 26
104 37 31
103 79 26
81 25 81
79 43 32
69 77 68
94 18 36
25 96 21
60 109 50
74 18 10
50 28 99
65 34 14
46 41 2
90 46 79
72 94 67
97 107 3
23 83 27
10 13 83
99 40 86
68 8 87
54 34 92
26 33 98
48 44 72
14 34 78
4 78 50
2 20 36
95 89 88
100 2 17
103 106 15
21 66 1
74 3 70
9 19 89
1 56 56
11 21 67
65 53 10
103 63 56
55 94 79
110 42 6
103 57 88
1 45 61
40 57 97
27 43 9
41 26 29
36 15 39
107 108 36
21 85 99
95 105 85
97 34 17
94 68 29
40 50 21
54 100 97
40 80 90
64 58 51
47 15 42
66 20 59
54 12 47
45 34 36
29 36 4
93 33 88
97 48 47
19 37 2
78 28 73
11 87 92
101 92 64
96 46 44
39 97 33
46 53 77
90 73 28
21 62 15
103 35 84
10 40 64
29 15 48
8 44 44
80 19 68
0 63 23
8 85 93
55 29 55
98 78 19
34 69 70
1 22 29
106 66 76
6 91 11
81 43 97
68 31 78
98 25 77
80 71 88
98 4 85
25 15 85
0 12 91
70 19 12
25 7 99
86 38 74
99 44 7
55 28 7
72 70 82
87 74 50
83 20 83
38 63 37
19 81 81
60 12 87
87 57 67
90 35 67
56 22 7
10 91 61
61 70 96
17 75 3
74 39 58
91 31 28
1 88 96
32 79 71
78 87 15
50 80 58
24 30 51
87 106 64
45 70 81
9 110 22
89 62 78
83 55 42
9 34 2
85 19 85
73 101 96
109 12 31
82 104 1
7 62 52
109 92 22
70 79 61
90 9 2
80 9 75
31 18 61
95 25 67
59 18 93
52 89 71
65 22 58
108 68 55
107 80 28
76 86 24
59 51 74
72 18 68
17 6 28
14 69 43
79 24 42
50 33 68
98 33 78
105 95 35
8 47 44
104 51 68
30 91 52
39 17 70
27 104 1
38 90 30
4 64 15
104 10 85
89 53 0
50 4 50
39 16 7
31 37 45
94 102 10
52 29 93
26 40 49
6 67 61
45 42 80
77 21 72
104 30 40
0 3 39
50 79 96
8 22 72
86 85 75
12 25 45
31 109 6
42 30 14
107 95 62
86 25 28
70 4 58
43 34 77
26 53 31
52 104 21
2 72 60
17 53 61
68 1 40
97 80 12
86 61 29
79 59 10
9 21 16
107 69 32
105 47 38
16 71 25
108 13 72
92 26 5
48 41 93
80 53 45
109 105 87
33 27 64
30 11 95
110 101 2
42 10 34
8 29 47
61 36 27
41 53 58
18 55 70
30 82 67
108 9 74
29 46 20
29 101 30
92 48 96
22 77 71
42 17 62
102 9 74
81 87 58
93 92 54
41 80 63
45 25 50
63 90 56
52 78 35
70 99 34
99 31 32
22 30 87
70 23 84
11 35 79
65 33 83
90 91 10
45 15 46
55 102 7
69 85 73
110 93 95
34 88 69
54 38 99
26 108 64
27 98 59
52 65 89
109 33 58
71 17 49
7 59 77
21 103 43
77 37 71
28 1 40
35 73 8
93 73 36
11 20 53
4 69 59
4 41 82
65 51 38
88 98 3
106 71 95
18 76 12
105 11 61
4 89 57
13 67 59
28 25 0
29 24 36
28 75 91
80 40 7
58 110 64
77 16 24
43 61 87
32 94 47
98 58 67
1 94 88
86 32 88
31 107 35
74 62 62
56 77 86
93 12 42
67 58 76
0 48 33
16 15 73
24 31 12
106 95 39
52 55 85
74 76 72
57 82 9
86 92 63
48 18 29
87 29 74
101 39 83
75 31 71
37 61 64
56 51 34
98 83 67
88 67 17
48 67 29
7 97 33
67 107 6
86 46 72
90 102 85
5 101 16
12 109 68
1 40 96
89 49 4
88 100 60
104 82 24
21 101 51
32 1 81
87 108 49
21 110 28
75 71 83
4 101 46
66 17 36
104 38 22
90 47 69
10 1 7
100 77 57
34 64 33
2 4 65
