29 189
44 29 66
54 24 9
32 20 55
33 18 54
56 19 18
27 19 42
5 57 80
16 64 75
44 51 66
35 51 40
62 48 18
51 57 35
29 21 71
19 55 53
5 25 49
33 43 79
57 22 65
48 4 91
5 30 6
55 43 19
0 19 4
17 15 44
43 4 46
8 43 69
16 39 55
22 30 39
28 14 5
6 62 16
21 29 83
59 36 98
2 60 68
36 17 74
33 37 61
1 37 73
9 4 94
30 42 77
62 57 5
40 11 48
23 55 54
63 37 82
15 11 66
13 50 97
4 8 0
2 32 33
41 50 46
61 3 66
33 65 20
28 50 45
44 37 21
51 53 68
28 42 41
55 59 44
54 10 55
65 32 88
20 48 11
26 20 63
53 8 74
65 9 28
35 40 85
36 56 11
65 62 96
34 64 17
27 55 13
43 45 63
20 61 31
22 60 31
39 20 81
45 56 94
41 65 33
6 45 26
32 58 12
2 47 3
20 64 66
18 43 35
15 32 85
42 33 29
5 39 51
22 23 18
5 44 0
46 37 89
10 43 70
56 15 20
64 8 34
24 60 11
7 58 15
28 34 15
27 15 62
56 7 30
13 30 58
15 38 8
58 28 73
18 7 9
31 13 34
29 14 98
33 64 44
10 38 1
3 1 11
27 9 70
36 7 92
57 40 71
39 60 40
25 62 8
21 13 59
43 50 20
57 61 24
9 57 50
8 48 41
16 13 90
3 32 61
21 51 44
23 51 96
25 16 72
55 14 59
35 5 7
25 2 56
25 17 44
63 28 34
36 25 94
59 23 81
36 58 33
29 64 69
56 45 61
48 64 29
23 50 19
50 10 14
63 15 82
45 11 9
2 41 66
6 2 49
49 64 24
6 51 63
31 7 43
1 5 16
57 3 53
22 27 72
44 12 84
12 45 63
39 56 26
25 39 68
18 52 91
7 47 39
30 35 13
61 27 3
47 5 84
62 52 75
34 30 37
8 2 14
60 40 73
4 39 42
22 18 45
53 10 66
52 43 88
36 29 57
3 60 52
20 2 42
27 32 91
24 46 59
38 62 89
55 27 95
60 52 79
51 13 99
27 58 53
34 46 5
20 49 65
25 52 99
28 61 95
5 9 20
16 26 16
36 44 47
56 48 51
33 3 43
2 46 8
13 32 1
57 47 35
48 33 68
32 10 52
44 52 43
41 23 67
40 56 12
37 57 91
12 18 63
64 12 15
19 6 88
37 54 93
29 39 30
56 55 90
28 47 20
21 64 27
41 64 51
45 27 86
2 8 22
20 11 20
7 11 42
1 12 55
26 10 77
64 65 10
30 19 50
56 49 65
12 33 73
19 60 61
35 32 31
48 63 27
40 28 61
19 18 19
32 26 16
32 19 83
47 49 77
58 8 57
28 8 59
0 17 93
3 50 3
54 58 38
30 3 97
13 64 78
58 23 78
6 28 80
27 52 44
45 64 30
58 56 61
17 35 51
57 14 24
4 47 97
47 44 86
22 24 51
41 57 51
15 10 69
26 25 49
31 62 79
18 8 56
30 64 40
9 15 97
58 37 99
60 0 23
25 38 75
32 23 42
58 27 39
42 54 33
53 65 75
25 51 48
41 0 99
15 25 77
5 45 23
23 27 47
14 23 22
34 26 13
58 19 94
53 20 79
56 52 52
18 35 86
18 47 13
57 53 40
28 38 79
65 10 73
17 54 8
16 19 11
12 23 55
39 4 28
6 63 6
55 5 4
34 24 83
4 18 10
32 14 96
9 34 72
24 56 41
57 51 30
53 50 45
55 57 29
35 16 30
33 39 23
37 42 3
53 0 12
52 11 78
25 46 84
44 41 54
14 5 49
30 16 24
17 4 46
17 5 48
10 26 10
51 42 10
56 2 78
42 12 11
52 27 31
15 63 70
57 2 83
31 11 23
37 14 27
41 63 77
21 36 83
62 12 46
48 61 42
7 22 89
63 12 17
48 57 76
26 41 63
60 59 77
5 51 88
12 7 34
28 18 80
43 24 84
53 25 69
57 31 4
11 42 22
4 49 46
10 13 68
52 28 77
45 38 86
32 47 82
32 1 36
7 10 64
20 1 18
50 3 30
18 11 1
65 15 97
34 55 16
13 55 1
30 45 78
17 62 81
16 50 38
46 25 77
12 3 21
57 50 65
8 4 55
42 11 1
61 62 6
55 8 93
6 65 14
26 13 61
5 43 24
4 2 46
45 54 52
34 2 18
49 42 17
21 26 58
25 15 80
42 18 7
30 12 42
21 0 85
10 12 84
15 8 97
39 45 86
54 8 32
60 36 99
54 3 6
29 25 67
18 40 81
5 48 3
56 38 69
3 45 33
53 27 20
55 4 82
35 46 40
26 32 6
50 31 31
55 37 89
56 6 24
9 40 13
5 27 3
6 32 53
7 18 35
19 61 72
5 10 88
29 36 99
29 58 40
58 57 43
34 42 77
15 58 35
40 33 92
10 45 15
21 52 83
22 31 71
17 33 96
15 6 6
0 41 74
32 2 21
9 61 84
16 11 32
1 34 33
6 16 75
8 51 75
36 62 47
13 34 73
56 60 62
16 61 69
9 8 83
14 48 57
18 63 51
59 2 20
50 16 82
6 59 80
50 7 6
6 0 25
56 14 25
58 53 41
35 37 58
24 31 54
65 57 74
8 28 87
13 61 70
29 52 89
0 37 73
40 63 56
45 53 88
14 47 46
7 60 59
36 19 94
29 27 99
35 30 91
38 26 60
6 49 7
48 8 20
31 1 19
48 39 98
43 29 97
57 6 32
56 62 69
64 4 84
55 54 11
59 9 72
12 21 78
53 17 92
25 60 90
34 52 80
42 10 20
28 24 82
53 16 95
47 23 51
48 53 70
62 37 16
44 7 15
45 33 2
4 65 22
38 27 83
19 64 16
65 23 74
56 23 83
18 55 3
35 39 59
37 31 79
48 44 37
52 36 41
29 4 65
11 10 35
36 47 44
43 19 39
15 65 19
23 34 30
43 41 8
22 14 84
17 37 99
13 35 6
54 21 68
41 26 7
11 29 35
56 1 69
56 11 87
23 12 66
19 28 30
2 9 78
31 21 19
37 52 46
29 60 95
43 44 14
39 36 20
36 32 65
62 50 99
30 50 21
1 59 51
65 29 92
10 55 29
45 63 71
52 33 84
7 31 30
59 17 55
53 38 7
33 42 64
48 52 9
33 22 46
53 36 11
40 4 43
64 38 34
35 28 6
17 55 8
32 11 2
7 42 88
10 11 11
8 52 96
15 9 70
41 39 43
62 31 10
27 35 43
60 57 12
41 31 83
48 6 7
44 62 38
11 26 74
61 45 73
43 61 1
59 65 45
57 4 7
21 32 75
26 23 64
43 54 54
65 59 41
28 56 63
59 41 49
65 19 41
30 10 82
22 50 29
56 25 83
40 55 97
50 43 34
65 42 32
44 46 51
43 16 64
6 8 71
57 23 73
35 53 23
55 51 9
0 63 52
20 30 27
17 44 73
54 37 51
58 21 26
2 65 24
0 56 44
47 26 13
42 53 84
33 57 94
13 49 86
32 21 86
16 45 88
24 52 7
17 34 28
47 31 40
56 5 92
18 58 35
10 24 50
18 29 63
59 52 3
38 12 65
47 17 57
53 55 28
39 34 70
9 62 40
64 18 48
39 53 25
63 21 54
58 0 13
3 4 94
19 50 64
64 43 10
43 53 98
49 33 44
58 15 68
50 15 62
38 32 81
44 38 73
19 12 0
53 64 14
35 52 13
44 64 71
9 52 24
48 38 84
19 22 83
46 42 5
17 6 81
5 37 40
62 56 43
14 21 42
55 50 24
0 3 97
26 63 79
52 48 60
9 10 24
56 57 52
59 55 97
2 55 0
45 46 24
19 56 53
18 20 26
21 7 0
34 44 37
10 64 1
33 7 72
43 39 31
4 28 13
53 49 53
63 14 12
2 6 89
45 26 24
43 36 64
4 58 42
49 46 62
27 48 31
3 52 18
23 46 73
38 45 54
63 32 22
26 17 1
7 9 50
41 51 76
8 6 10
43 37 36
26 22 18
2 27 79
39 61 43
7 51 55
39 6 13
1 48 98
46 65 73
60 56 86
21 8 17
48 13 18
26 46 36
41 55 5
1 60 34
7 49 60
7 26 71
24 45 63
51 47 52
55 52 21
34 49 72
48 11 71
47 61 74
21 54 50
22 33 2
7 12 89
63 65 62
47 7 78
61 4 20
54 55 68
27 33 4
6 50 85
30 26 31
57 39 65
52 0 73
44 32 45
15 19 80
48 2 86
10 25 78
59 48 69
45 62 27
62 63 32
19 5 97
15 21 9
8 29 72
40 44 75
54 65 85
30 36 87
9 44 27
45 30 30
17 64 51
32 48 68
38 35 85
8 33 39
40 54 98
12 39 18
65 50 56
19 39 92
33 0 2
4 62 44
44 58 37
62 29 7
64 62 21
12 35 45
65 64 59
22 56 54
26 27 97
44 56 31
4 13 50
23 20 37
12 61 19
31 6 27
39 1 61
17 45 64
18 37 87
25 42 72
3 55 54
6 43 84
1 27 21
20 0 66
43 42 47
17 49 14
28 46 86
55 45 56
50 61 31
39 48 61
17 65 30
1 57 13
12 10 11
37 62 52
24 53 21
48 25 62
41 37 15
55 63 41
22 58 66
25 50 76
23 59 96
38 15 75
9 12 16
2 49 47
35 3 74
20 35 57
38 23 78
12 54 0
20 47 99
61 47 39
37 13 17
49 28 47
55 34 0
63 16 43
20 25 64
35 62 59
59 6 92
2 40 51
51 29 88
48 21 73
1 56 33
1 63 25
57 12 60
40 36 11
7 52 13
5 63 46
24 48 3
21 40 57
9 55 47
1 3 93
18 64 66
24 62 98
48 30 27
57 37 69
42 64 90
3 30 57
51 5 27
2 57 60
28 21 96
32 52 39
40 22 58
14 64 93
63 60 4
47 18 65
52 16 49
29 61 87
28 60 3
38 9 84
3 11 60
42 43 2
19 30 25
59 58 35
16 65 33
56 9 7
30 15 1
57 49 54
23 17 75
0 20 25
31 17 53
15 23 17
9 1 35
20 62 4
50 23 47
41 62 22
25 31 93
34 28 12
45 13 9
60 25 14
61 10 50
58 62 21
14 28 40
38 57 66
30 20 90
19 41 12
14 18 39
15 39 17
55 53 72
28 45 94
12 56 95
37 11 98
42 9 65
0 5 93
53 5 4
6 39 19
0 9 73
4 7 75
26 36 28
0 18 80
17 60 13
35 48 22
7 2 49
32 22 20
1 36 42
64 7 83
41 21 21
57 8 30
37 21 97
64 3 70
38 39 74
31 19 72
5 1 81
41 2 0
51 41 85
50 26 67
4 33 1
58 51 72
43 9 31
29 37 65
57 36 20
23 31 74
58 40 25
15 59 8
3 28 23
38 3 65
65 45 55
6 64 9
15 3 99
16 3 25
61 21 96
50 30 93
50 58 52
60 11 67
33 24 99
65 38 10
35 4 73
9 0 65
28 43 17
60 46 72
64 19 35
20 46 34
38 53 90
41 36 39
32 9 23
61 22 83
1 62 42
22 17 64
51 52 37
107 2967
90 21 25
60 43 29
49 61 43
4 59 56
85 4 0
29 51 13
76 33 45
66 42 57
36 89 72
105 26 16
101 29 58
102 55 81
51 81 21
90 58 58
7 76 75
21 10 37
14 23 42
61 8 61
34 45 20
10 29 92
27 39 86
17 59 40
34 84 44
101 37 20
1 85 40
77 56 54
5 89 92
6 27 76
42 11 16
76 28 39
9 75 67
70 77 28
102 21 36
0 87 40
8 65 16
91 99 43
24 35 39
38 94 38
64 23 63
3 9 11
70 54 27
28 32 5
12 3 8
106 38 54
104 34 53
1 92 98
18 31 17
86 4 4
85 37 76
54 56 45
62 7 7
68 32 32
1 75 22
89 49 80
43 36 93
54 75 18
60 76 15
97 39 21
86 46 39
12 88 91
99 103 82
1 106 10
26 18 30
79 67 64
75 14 16
42 6 87
105 68 77
48 38 33
65 51 76
56 73 88
5 57 70
46 34 95
30 40 43
2 78 25
68 54 36
14 29 67
93 98 47
60 65 70
99 85 82
81 39 48
74 90 0
80 17 34
83 20 7
36 59 30
95 18 41
65 9 8
38 16 67
106 31 13
40 59 72
18 106 30
22 98 4
92 65 27
12 101 13
60 93 51
56 68 40
43 70 68
28 8 90
13 25 79
49 75 52
76 58 83
82 77 72
62 56 64
35 11 1
74 105 88
90 6 89
104 5 48
32 22 61
87 63 79
90 77 46
48 24 22
41 103 53
102 76 68
95 69 72
6 47 1
35 28 87
97 17 49
49 89 33
24 80 63
26 74 31
3 61 30
11 70 37
36 24 59
101 6 88
95 60 45
50 44 2
44 50 14
72 99 60
56 103 31
60 57 26
49 48 31
105 73 8
33 67 81
29 4 71
9 79 95
68 6 77
47 58 92
26 0 3
17 46 38
78 61 23
68 57 81
14 48 82
19 39 65
57 61 10
21 94 83
31 90 86
85 72 0
76 99 65
99 32 59
31 62 51
87 31 63
78 9 77
38 27 80
45 98 66
30 93 19
45 24 15
31 81 45
69 61 31
59 55 43
74 71 78
20 54 77
47 100 96
104 87 75
103 102 52
44 90 61
24 82 80
42 4 15
5 21 30
104 43 28
65 81 83
47 88 91
48 68 61
85 93 47
74 26 86
52 105 99
30 48 85
8 92 93
104 74 71
95 20 35
36 15 57
87 98 10
83 0 35
69 52 9
94 90 58
3 87 70
75 38 75
51 54 60
100 87 89
90 20 82
92 19 80
16 106 98
18 49 69
53 73 58
95 106 65
52 26 24
4 16 34
15 46 51
23 62 82
2 83 32
14 26 2
36 103 28
28 100 99
73 9 4
21 34 90
89 105 10
70 102 50
96 84 3
4 43 33
59 42 88
31 23 97
31 102 21
106 79 80
45 30 70
39 63 61
30 49 18
91 9 69
24 22 58
87 106 11
71 47 39
3 27 47
87 21 12
20 25 45
79 38 87
47 41 70
103 69 54
17 75 91
34 43 23
43 99 40
101 1 64
16 97 96
83 7 0
67 85 84
104 4 85
104 44 28
43 88 36
24 95 28
78 35 6
6 61 28
67 99 7
40 88 86
65 86 95
27 69 37
21 85 32
99 24 91
57 48 26
11 89 46
24 36 57
82 97 16
40 22 88
72 46 58
53 51 46
53 28 74
2 106 36
36 52 35
73 35 31
17 72 47
29 88 99
90 84 32
95 99 9
95 15 36
92 28 95
24 56 53
49 2 27
0 7 86
32 26 46
18 38 88
78 81 67
28 106 92
97 58 14
11 27 19
83 101 19
91 76 20
1 0 89
24 77 0
60 37 72
84 24 51
34 76 83
14 8 79
6 88 27
0 80 94
36 69 92
35 100 90
28 57 1
70 6 10
35 101 2
47 38 27
4 26 5
51 39 59
61 83 16
12 99 64
53 90 65
64 104 68
93 13 83
6 1 25
23 100 17
81 12 76
48 73 86
73 43 10
56 9 30
54 29 93
89 77 27
66 47 79
3 50 53
80 7 57
1 88 42
5 36 37
53 67 29
66 76 74
72 12 6
99 73 58
92 93 28
54 103 85
96 24 83
24 2 20
28 66 56
88 49 24
85 44 95
86 31 17
42 66 31
81 89 57
88 24 4
42 15 28
46 96 70
25 27 88
36 50 23
98 10 32
40 37 44
30 33 50
25 88 97
46 19 82
64 19 46
35 72 24
82 65 41
24 41 5
8 4 21
9 6 5
73 33 59
50 20 4
52 83 14
8 63 53
16 7 26
12 67 22
3 53 93
80 48 6
94 85 57
100 3 42
4 62 57
2 41 73
12 77 0
24 34 71
79 47 25
65 98 20
103 29 20
64 94 63
31 75 17
81 4 13
72 63 84
15 12 44
73 68 2
37 90 93
85 61 84
103 49 34
57 92 7
32 84 11
54 62 51
35 41 52
59 93 53
10 35 18
70 7 63
14 49 96
101 27 60
90 80 25
60 82 11
79 53 80
64 40 29
7 0 34
77 70 71
84 26 77
60 67 93
63 31 29
56 75 73
76 13 6
56 2 23
85 56 43
91 86 23
75 50 86
11 98 37
28 70 19
83 81 38
73 21 10
15 24 66
25 90 67
76 34 71
30 11 35
8 10 11
21 29 79
104 97 31
67 39 37
49 81 72
48 18 56
57 14 0
42 81 15
31 54 42
65 26 65
101 84 31
70 84 91
95 68 95
46 100 49
40 86 30
34 69 24
102 65 93
70 60 22
18 12 43
63 56 10
33 69 61
10 64 89
106 13 19
90 76 19
53 48 26
19 92 16
52 55 46
94 18 15
93 94 19
44 62 34
101 49 81
58 89 4
52 68 33
89 59 77
104 9 23
20 30 78
38 65 13
29 15 18
101 32 42
105 65 19
21 36 75
95 93 38
49 91 27
85 92 72
52 100 72
59 82 31
47 87 21
51 70 93
93 35 95
47 52 73
26 8 3
74 80 8
24 27 39
12 98 53
78 19 50
43 42 78
35 20 10
80 74 4
95 36 16
50 74 45
83 56 62
97 5 61
95 22 45
28 34 11
96 69 47
7 41 21
6 44 83
89 19 80
29 30 75
60 36 72
64 58 28
64 72 38
54 23 85
12 7 19
63 5 94
16 2 82
33 70 73
27 48 45
72 37 59
37 7 16
65 77 89
42 9 97
53 26 71
27 35 82
89 39 7
15 105 7
103 51 13
5 71 33
38 44 36
49 56 96
70 101 62
10 41 95
96 0 99
73 41 55
82 64 30
78 14 72
55 17 25
51 90 58
8 98 20
40 17 22
59 75 33
1 67 71
25 29 62
16 37 15
87 19 0
87 48 91
77 5 29
78 38 21
85 88 91
24 1 63
45 65 47
104 58 93
4 89 9
10 83 38
74 29 81
84 31 63
40 45 10
49 46 82
2 39 78
12 79 89
61 3 71
52 91 93
58 83 73
19 33 43
38 26 33
61 19 90
87 47 1
92 1 84
11 72 72
92 85 61
37 54 58
50 83 23
14 17 20
26 62 20
80 2 3
91 72 33
34 22 12
17 32 20
71 68 60
57 63 33
47 6 62
71 49 93
69 91 46
60 26 25
55 78 3
12 61 39
16 1 5
6 43 38
10 40 69
32 37 28
77 7 21
65 87 11
78 73 65
69 17 84
10 57 57
74 10 55
48 103 75
17 99 57
78 45 78
59 79 51
85 68 64
80 84 71
53 58 12
93 90 74
100 37 74
16 13 84
0 100 34
81 43 35
47 102 75
54 38 19
9 5 63
106 70 24
72 5 71
65 101 30
40 74 38
87 92 12
66 58 25
77 43 32
90 14 23
84 48 34
64 63 86
1 50 91
6 38 54
50 63 12
92 10 53
72 4 35
40 75 79
82 3 51
64 69 16
69 95 97
14 59 45
95 104 40
68 87 77
56 49 88
5 48 81
93 40 45
39 19 22
94 5 15
13 93 71
20 101 81
46 47 42
9 78 43
102 92 13
13 48 44
58 106 51
45 80 84
52 65 31
43 21 40
96 89 21
58 96 23
50 5 58
6 59 86
95 65 96
46 9 99
93 33 37
83 52 47
1 81 54
67 78 28
33 43 67
1 40 18
28 94 8
94 82 92
37 28 52
89 62 40
59 48 30
43 94 82
82 34 85
65 21 55
22 34 10
71 100 93
50 40 10
80 96 21
86 15 37
66 17 26
23 84 53
2 30 64
72 3 71
51 55 16
29 36 41
12 90 87
15 2 42
101 11 1
23 70 57
37 12 82
20 86 83
52 79 63
17 34 79
57 94 21
92 52 84
89 96 27
46 57 50
49 5 54
80 58 66
56 87 67
17 4 66
58 63 52
84 95 75
2 31 86
3 38 53
92 101 66
106 51 86
67 34 55
39 17 55
102 58 35
79 76 57
95 73 47
66 65 29
96 1 4
66 90 91
81 100 29
14 33 13
62 54 17
85 55 86
17 31 49
50 62 60
91 66 66
86 7 11
35 32 82
93 39 37
45 73 75
38 11 62
100 33 11
60 35 59
92 21 15
25 32 50
24 14 11
92 17 29
15 82 81
36 91 6
105 6 83
63 81 82
101 53 15
63 44 90
86 44 9
54 42 36
62 51 14
60 78 29
22 29 14
58 78 30
82 100 24
83 65 67
39 15 79
17 100 79
70 88 58
102 91 27
33 11 5
19 74 66
58 84 72
78 75 97
63 79 20
71 17 45
83 35 59
49 71 18
40 63 61
67 24 89
39 25 88
26 30 91
1 17 6
90 31 9
34 73 37
57 81 55
96 46 66
12 30 69
94 35 36
86 69 29
96 50 19
41 40 99
104 29 15
66 93 84
14 12 73
5 53 47
58 41 99
19 104 32
24 9 21
28 93 55
25 104 26
34 98 94
60 86 81
75 26 82
79 80 95
25 91 32
66 46 15
34 95 53
72 19 15
7 69 80
12 82 68
85 54 5
65 6 35
15 40 45
53 92 94
54 81 23
24 12 57
75 103 99
33 57 18
99 92 38
37 79 32
78 89 68
78 70 89
106 92 30
17 0 80
81 48 51
57 69 55
18 92 53
58 17 94
68 86 51
102 82 77
89 23 0
88 68 5
28 9 59
47 70 74
102 57 79
15 55 98
86 60 5
61 49 54
31 42 38
59 62 94
55 97 37
42 76 61
75 63 11
44 38 38
60 50 90
59 52 16
18 85 62
88 62 26
20 16 4
61 20 35
7 79 37
51 50 65
24 43 19
55 96 59
59 36 36
91 12 38
87 80 5
82 70 6
37 98 0
3 64 60
58 42 18
103 62 81
55 51 47
19 89 69
56 41 6
31 16 83
71 52 32
80 88 53
64 74 79
63 6 62
66 99 73
38 35 69
44 78 59
103 41 23
50 69 55
28 6 70
33 89 38
9 46 3
87 56 5
106 58 9
43 4 46
67 17 56
39 79 48
43 31 17
37 17 56
0 94 74
95 41 45
100 76 79
23 86 50
0 98 90
8 1 56
78 8 7
0 84 46
78 5 60
27 100 99
26 66 67
96 80 72
40 105 87
15 21 33
73 103 94
65 79 46
80 51 89
47 40 7
18 40 29
48 52 66
35 56 23
75 99 75
86 63 82
1 24 42
83 61 79
54 11 81
54 89 93
52 39 99
8 97 12
35 34 92
76 0 33
51 67 51
21 80 75
6 91 16
9 95 71
58 65 42
99 14 5
50 18 10
1 41 33
9 56 97
50 97 50
15 97 42
88 44 32
58 99 88
58 94 64
20 106 28
34 49 24
26 36 13
88 21 37
70 92 61
42 75 30
9 27 92
69 32 23
72 102 54
23 67 65
35 86 36
48 32 93
103 20 26
7 55 50
103 50 0
18 2 36
83 1 38
4 14 97
101 30 25
29 61 28
24 48 58
61 25 38
40 53 19
70 59 29
14 96 96
68 92 43
35 51 32
97 94 23
74 15 62
19 68 57
85 101 5
76 17 94
103 14 69
80 104 95
100 104 55
10 101 22
60 85 62
65 104 37
81 74 33
99 64 37
96 29 8
30 84 60
44 4 5
101 96 51
62 44 56
66 23 16
52 48 79
105 0 52
68 65 52
84 64 48
27 15 56
74 44 73
29 25 49
1 10 72
51 6 64
11 18 98
82 30 25
91 48 90
16 62 33
96 83 0
101 94 4
32 17 23
96 102 24
40 69 98
32 46 30
62 68 59
30 105 50
60 105 7
81 29 1
73 105 84
9 43 11
98 37 21
95 16 93
5 7 18
12 71 4
12 80 48
87 12 67
68 56 66
44 76 4
63 37 35
71 75 82
12 84 34
26 29 26
83 23 34
21 104 68
22 27 64
73 16 34
21 95 39
83 97 46
73 76 65
97 93 44
42 26 28
6 3 80
52 80 76
93 85 69
103 73 7
62 64 9
50 13 12
32 80 90
46 102 75
26 12 58
57 47 25
73 12 67
24 26 39
55 10 56
76 91 7
33 34 81
59 27 12
45 82 77
99 98 88
46 82 40
39 33 99
7 97 70
102 97 61
24 75 46
17 52 30
59 24 34
104 81 30
65 13 51
80 70 92
62 59 56
74 53 59
7 85 62
41 77 71
99 28 28
97 32 34
67 22 47
104 19 67
86 52 88
36 64 67
81 102 41
74 38 21
65 99 15
87 0 63
15 41 73
27 31 41
76 83 82
84 106 26
79 84 12
15 90 6
105 19 9
13 74 72
104 26 61
23 68 61
77 11 32
60 27 69
65 23 51
106 53 36
75 83 25
12 18 86
31 38 65
40 19 66
55 15 6
76 9 0
79 9 88
70 8 33
94 106 92
37 70 24
65 69 91
59 12 62
12 25 14
36 63 45
25 89 73
59 20 38
3 82 85
98 14 73
5 81 24
41 25 24
61 27 75
2 104 40
18 83 64
38 81 81
30 4 78
95 11 88
22 92 6
14 90 38
64 45 11
17 49 62
18 1 23
54 104 24
105 104 45
20 89 18
41 24 43
104 41 11
63 61 85
9 59 79
1 69 45
104 49 81
52 72 31
65 60 61
36 48 98
40 43 46
82 16 72
58 59 98
46 5 7
63 82 82
102 67 15
20 95 73
40 73 69
100 45 53
55 70 19
76 105 82
6 60 4
93 17 94
36 54 83
60 30 7
87 2 91
25 101 33
15 44 35
93 53 69
43 14 56
19 80 56
71 0 8
2 38 46
82 74 33
14 36 49
73 54 10
29 71 92
28 52 15
72 6 8
32 0 44
47 55 71
99 84 89
28 60 95
10 103 45
2 81 72
97 11 15
48 69 6
26 80 45
37 42 24
3 11 89
36 47 94
75 51 15
58 19 62
35 60 69
105 35 46
74 82 38
99 67 59
93 73 67
25 50 75
56 98 96
29 64 43
66 59 48
18 32 98
80 87 80
101 80 98
83 93 22
13 52 29
46 88 48
26 21 84
43 38 79
106 104 25
7 88 20
26 28 52
38 25 18
33 77 70
78 46 51
11 49 67
72 35 84
75 96 60
67 93 84
32 24 95
49 4 75
62 35 59
77 36 35
59 61 16
77 85 53
25 98 17
39 75 60
34 90 15
67 106 15
90 53 72
103 59 27
82 88 15
22 102 68
83 86 28
106 50 44
81 88 91
13 33 61
4 69 70
28 105 78
84 2 99
58 76 83
36 39 80
18 72 62
1 55 34
60 16 93
71 50 0
6 99 30
80 99 51
5 20 88
48 59 46
48 2 98
44 34 69
23 77 80
62 36 41
92 94 42
35 14 52
5 0 70
95 43 61
96 20 21
84 70 59
90 97 27
3 15 53
35 27 7
25 87 18
85 35 37
70 72 5
37 59 23
92 4 20
7 100 36
12 65 70
98 7 91
64 41 86
97 48 98
28 84 81
93 37 86
47 49 1
7 84 94
71 102 78
5 34 56
105 92 80
0 93 57
78 50 25
21 61 45
66 39 19
71 70 2
20 99 23
102 36 61
70 69 53
89 16 99
58 57 27
68 31 53
70 44 67
3 63 3
9 69 51
24 50 47
59 70 55
87 90 2
105 21 6
6 64 8
67 86 33
86 76 56
19 10 59
65 27 26
101 72 91
72 47 85
57 85 58
24 93 82
60 34 22
86 87 44
39 41 90
95 57 71
1 9 73
19 84 89
101 40 3
48 42 62
7 3 11
35 54 70
101 18 13
106 16 73
80 45 32
16 105 65
74 49 75
50 67 82
65 90 7
1 49 12
18 29 38
44 1 52
73 58 14
89 52 91
80 18 8
106 97 22
5 77 53
74 86 1
81 101 47
55 31 48
27 70 13
100 77 40
25 76 40
9 16 48
73 2 90
38 49 72
59 32 99
17 16 6
51 79 30
17 45 36
47 19 70
105 52 59
17 11 99
0 73 25
71 94 91
8 99 20
70 71 20
82 44 75
77 23 21
60 49 95
62 14 44
73 24 49
15 79 52
37 22 99
52 44 80
41 52 17
87 91 12
35 31 66
15 63 2
105 61 6
102 0 87
101 34 92
12 85 10
4 103 48
102 104 51
65 10 72
80 10 73
59 47 32
79 48 73
10 54 25
67 75 33
67 70 91
61 58 65
63 106 32
60 29 93
38 72 12
50 32 32
88 94 44
18 26 71
41 48 89
53 2 21
49 97 85
78 102 12
29 76 28
76 79 18
75 41 28
5 29 88
47 59 70
25 72 72
103 47 25
54 97 94
10 56 46
45 19 5
32 57 51
28 1 13
91 20 22
35 78 15
75 36 40
21 101 42
98 87 32
72 80 63
93 20 95
100 27 19
37 27 28
2 94 92
69 7 71
1 93 38
26 52 37
12 95 15
56 51 48
12 52 29
73 106 71
94 83 33
89 55 26
26 76 21
9 63 49
84 23 0
87 8 42
28 46 26
14 92 30
15 25 20
12 78 21
9 25 11
61 26 67
57 2 61
80 16 32
47 79 74
104 14 55
16 55 0
45 46 30
10 50 12
52 23 37
4 65 15
91 11 25
80 35 79
3 32 93
79 100 99
81 57 15
87 7 34
52 46 12
86 97 76
46 84 49
28 25 79
44 22 80
58 25 30
94 38 21
24 78 26
90 69 61
92 5 9
30 64 18
74 84 39
11 3 25
103 22 18
86 92 54
15 3 55
70 29 21
39 29 96
82 24 57
103 55 35
106 25 39
46 12 27
1 76 0
88 5 37
86 50 10
50 73 27
61 74 26
70 104 56
24 71 3
96 90 71
69 93 43
105 66 64
40 7 20
51 4 4
60 74 95
49 85 81
16 89 30
5 60 74
17 28 27
41 0 7
74 94 92
45 1 61
42 8 41
105 40 12
22 76 5
76 7 5
31 68 19
89 30 66
97 34 15
74 83 83
78 76 70
52 30 83
53 96 66
94 16 46
73 56 94
90 27 18
80 72 60
6 106 38
84 104 72
30 83 97
13 66 16
97 60 25
13 30 16
40 103 80
18 51 97
22 62 38
45 51 63
68 16 71
20 48 89
29 39 27
21 30 89
71 12 32
93 72 9
7 37 68
9 41 32
55 56 82
8 75 92
13 39 8
2 14 43
47 101 79
49 8 15
75 60 26
19 66 53
28 72 24
76 48 43
30 22 7
53 103 36
104 85 42
46 25 44
89 69 68
39 87 0
44 83 12
54 33 41
75 57 17
15 67 9
13 101 0
42 14 83
96 36 76
31 77 47
13 61 23
102 96 7
9 54 45
69 35 53
10 106 56
81 44 49
29 13 72
81 17 59
17 102 44
77 60 77
12 48 29
47 97 37
105 101 65
27 85 33
85 19 50
59 29 68
32 21 19
33 76 3
45 2 82
31 37 78
92 34 8
60 64 11
36 95 83
68 74 47
60 91 11
79 105 83
17 82 63
74 81 84
47 104 10
28 47 25
22 32 46
31 22 19
75 90 39
88 77 88
27 37 51
19 40 6
90 32 13
36 13 88
32 95 14
74 16 76
29 37 85
85 15 90
84 90 35
81 5 89
3 19 55
28 10 57
103 28 98
50 56 21
102 10 10
54 86 53
87 27 53
99 3 78
